operon	miembros	locus_tags	fuente
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsM	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMK	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rplCD	rplC|rplD	PA4263|PA4262	refseq_adyacencia
rplCDW	rplC|rplD|rplW	PA4263|PA4262|PA4261	refseq_adyacencia
rplCDWB	rplC|rplD|rplW|rplB	PA4263|PA4262|PA4261|PA4260	refseq_adyacencia
rplCDWB-rpsS	rplC|rplD|rplW|rplB|rpsS	PA4263|PA4262|PA4261|PA4260|PA4259	refseq_adyacencia
rplCDWB-rpsS-rplV	rplC|rplD|rplW|rplB|rpsS|rplV	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplN	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNX	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsN	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplF	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsM	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMK	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rplDW	rplD|rplW	PA4262|PA4261	refseq_adyacencia
rplDWB	rplD|rplW|rplB	PA4262|PA4261|PA4260	refseq_adyacencia
rplDWB-rpsS	rplD|rplW|rplB|rpsS	PA4262|PA4261|PA4260|PA4259	refseq_adyacencia
rplDWB-rpsS-rplV	rplD|rplW|rplB|rpsS|rplV	PA4262|PA4261|PA4260|PA4259|PA4258	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC	rplD|rplW|rplB|rpsS|rplV|rpsC	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplN	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNX	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsN	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplF	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsM	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMK	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rplDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rplE-rpsN	rplE|rpsN	PA4251|PA4250	refseq_adyacencia
rplE-rpsNH	rplE|rpsN|rpsH	PA4251|PA4250|PA4249	refseq_adyacencia
rplE-rpsNH-rplF	rplE|rpsN|rpsH|rplF	PA4251|PA4250|PA4249|PA4248	refseq_adyacencia
rplE-rpsNH-rplFR	rplE|rpsN|rpsH|rplF|rplR	PA4251|PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
rplE-rpsNH-rplFR-rpsE	rplE|rpsN|rpsH|rplF|rplR|rpsE	PA4251|PA4250|PA4249|PA4248|PA4247|PA4246	refseq_adyacencia
rplE-rpsNH-rplFR-rpsE-rpmD	rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD	PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245	refseq_adyacencia
