Entry	Gene Names	Gene Ontology IDs	Keywords
Q9HT94	citA PA5476	GO:0005886; GO:0006101; GO:0015293; GO:0022857	Cell inner membrane;Cell membrane;Citrate utilization;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
Q9HTB8	wzm PA5451	GO:0009243; GO:0015774; GO:0015920; GO:0043190; GO:0055085; GO:0070258; GO:0140359	Capsule biogenesis/degradation;Cell membrane;Membrane;Polysaccharide transport;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport
Q9HTD2	mtr PA5434	GO:0003333; GO:0005886; GO:0015173; GO:0022857	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HTG5	dgcB PA5399	GO:0016491; GO:0031457; GO:0042426; GO:0046872; GO:0047865; GO:0047866; GO:0051539	4Fe-4S;Iron;Iron-sulfur;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix
Q9HTJ3	PA5371	GO:0005737; GO:0005829; GO:0006637; GO:0009062; GO:0052816	Hydrolase;Reference proteome
Q9HTJ5	pstA PA5367	GO:0005315; GO:0005886; GO:0035435	Cell membrane;Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HTR7	amtB PA5287	GO:0005886; GO:0008519; GO:0072488	Ammonia transport;Cell membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport
Q9HTT8	PA5257	GO:0005886; GO:0006779; GO:0042168	Cell inner membrane;Cell membrane;Membrane;Porphyrin biosynthesis;Reference proteome;Transmembrane;Transmembrane helix
Q9HTY8	PA5201	GO:0003729; GO:0003735; GO:0005829; GO:0006139; GO:0006412	3D-structure;Reference proteome
Q9HU51	PA5133	GO:0000920; GO:0004222	3D-structure;Coiled coil;Reference proteome;Signal
Q9HU60	ntrB PA5124	GO:0000155; GO:0005524; GO:0005737; GO:0006355; GO:0007165; GO:0016787	ATP-binding;Cytoplasm;Hydrolase;Kinase;Nitrogen fixation;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Two-component regulatory system
Q9HU89	PA5094	GO:0005275; GO:0005524; GO:0006865; GO:0006970; GO:0015418; GO:0016887; GO:0031460; GO:0043190	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transport
Q9HU94	PA5089	GO:0004630; GO:0009395	Coiled coil;Hydrolase;Lipid metabolism;Reference proteome;Repeat
Q9HUA1	PA5082	GO:0005576; GO:0006865; GO:0030288; GO:0042940	Amino-acid transport;Periplasm;Reference proteome;Signal;Transport
Q9HUH0	PA4995	GO:0003995; GO:0005737; GO:0033539; GO:0050660	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9HUK6	fimX PA4959	GO:0000160; GO:0000166; GO:0005886; GO:0006355; GO:0042802; GO:0046872; GO:0071111; GO:1900190	3D-structure;Metal-binding;Nucleotide-binding;Reference proteome
Q9HUL1	motA PA4954	GO:0005886; GO:0006935; GO:0071973; GO:0071978; GO:1902600	Cell inner membrane;Cell membrane;Chemotaxis;Flagellar rotation;Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HUL2	motB PA4953	GO:0071973; GO:0071978; GO:0120101	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HUQ1	PA4912	GO:0005304; GO:0005886; GO:0015188; GO:0015190; GO:0015192; GO:0015808; GO:0015823; GO:0042941; GO:1903785; GO:1903801; GO:1903806	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HUQ3	PA4910	GO:0005304; GO:0005524; GO:0005886; GO:0015188; GO:0015192; GO:0015808; GO:0016887; GO:0042941; GO:1903805; GO:1903806	Amino-acid transport;ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9HUS7	PA4886	GO:0000155; GO:0000160; GO:0005524; GO:0005886	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q9HUS8	irlR PA4885	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
Q9HUZ7	lipC PA4813	GO:0006629; GO:0015628; GO:0016298; GO:0043952	Reference proteome;Signal
Q9HUZ9	fdnI PA4810	GO:0005886; GO:0008863; GO:0009055; GO:0009061; GO:0009326; GO:0015944; GO:0022904; GO:0036397; GO:0046872	Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HV39	PA4769	GO:0000987; GO:0003700; GO:0006351; GO:0006355; GO:0032993; GO:0043565	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
Q9HVA8	hitA PA4687	GO:0005615; GO:0046872	3D-structure;Iron;Metal-binding;Reference proteome;Signal
Q9HVB9	PA4676	GO:0004089; GO:0008270; GO:0015976	3D-structure;Lyase;Metal-binding;Reference proteome;Zinc
Q9HVE0	PA4652	GO:0009279; GO:0009297; GO:0015473	Cell outer membrane;Fimbrium biogenesis;Membrane;Reference proteome;Signal;Transmembrane;Transport
Q9HVF6	PA4635	GO:0005886	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HVF9	PA4632	GO:0004222; GO:0006515; GO:0008237; GO:0016020; GO:0046872	Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal;Zinc
Q9HVH6	PA4615	GO:0000166; GO:0004324; GO:0042167	Nucleotide-binding;Reference proteome
Q9HVJ7	gdhA PA4588	GO:0000166; GO:0004354; GO:0005829; GO:0006537	NAD;Nucleotide-binding;Oxidoreductase;Reference proteome
Q9HVK8	PA4576	GO:0004176; GO:0004252; GO:0005524; GO:0006508; GO:0030163	Hydrolase;Protease;Reference proteome;Serine protease
Q9HVU4	cafA PA4477	GO:0000049; GO:0004519; GO:0004540; GO:0005737; GO:0006364; GO:0008033; GO:0016787; GO:0019843; GO:0046872	Cytoplasm;Endonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome;RNA-binding;rRNA processing;rRNA-binding;tRNA processing;tRNA-binding
Q9HVV9	PA4458	GO:0009103; GO:0019143; GO:0046872	Hydrolase;Lipopolysaccharide biosynthesis;Magnesium;Metal-binding;Reference proteome
Q9HVX1	algW PA4446	GO:0004252; GO:0006508; GO:0008233	3D-structure;Hydrolase;Protease;Reference proteome;Serine protease
Q9HVY5	PA4430	GO:0008121; GO:0016020; GO:0016491; GO:0022904; GO:0045275; GO:0046872	3D-structure;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Respiratory chain;Transmembrane;Transmembrane helix;Transport
Q9HW21	PA4381	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
Q9HW35	bifA PA4367	GO:0005886; GO:0044010; GO:0046872; GO:0071111; GO:1900190; GO:1900191	3D-structure;c-di-GMP;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix
Q9HW68	PA4333	GO:0004333; GO:0006091; GO:0046872; GO:0051539	4Fe-4S;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome
Q9HW72	pykA PA4329	GO:0000287; GO:0004743; GO:0005524; GO:0005737; GO:0005829; GO:0006096; GO:0016301; GO:0030955	3D-structure;ATP-binding;Glycolysis;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Pyruvate;Reference proteome;Transferase
Q9HWA8	PA4292	GO:0005315; GO:0005886; GO:0015293; GO:0035435	Cell membrane;Membrane;Phosphate transport;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
Q9HWJ3	PA4188	GO:0005829; GO:0008840	Lyase;Reference proteome
Q9HWK5	ppiC2 PA4176	GO:0003755; GO:0005737	Cytoplasm;Isomerase;Reference proteome;Rotamase
Q9HWX3	ribC PA4055	GO:0004746; GO:0009231	Reference proteome;Repeat;Riboflavin biosynthesis;Transferase
Q9HWY4	ispA PA4043	GO:0004659; GO:0005737; GO:0008654; GO:0016114; GO:0046872	3D-structure;Isoprene biosynthesis;Magnesium;Metal-binding;Reference proteome;Transferase
Q9HWZ1	PA4036	GO:0000155; GO:0000160; GO:0005524; GO:0005886; GO:0009927	ATP-binding;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q9HX66	PA3950	GO:0003676; GO:0003724; GO:0005524; GO:0005829; GO:0009266; GO:0016787; GO:0042255	ATP-binding;Cytoplasm;Helicase;Hydrolase;Nucleotide-binding;Reference proteome
Q9HX68	rocA1 PA3948	GO:0000160; GO:0000976; GO:0003700; GO:0006351; GO:0006355; GO:0045893	DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation
Q9HXB2	fecA PA3901	GO:0007166; GO:0009279; GO:0015343; GO:0015746; GO:0015891; GO:0033214; GO:0038023	Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
Q9HXB9	PA3894	GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0055085	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane beta strand
Q9HXC5	PA3888	GO:0005886; GO:0015226; GO:0015838; GO:0031460; GO:0055052; GO:0071475; GO:1902495	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HXF5	PA3851	GO:0005381; GO:0005384; GO:0012505; GO:0016020; GO:0030026	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HXI6	cysE PA3816	GO:0005829; GO:0006535; GO:0009001	Acyltransferase;Amino-acid biosynthesis;Cytoplasm;Reference proteome;Repeat;Transferase
Q9HXJ0	iscA PA3812	GO:0005737; GO:0005829; GO:0016226; GO:0046872; GO:0051537; GO:0051604	Iron;Metal-binding;Reference proteome
Q9HXK0	PA3797	GO:0050152; GO:0106008	Hydrolase;Reference proteome
Q9HXN5	PA3760	GO:0005737; GO:0008965; GO:0009401; GO:0015764; GO:0016301; GO:0046872	Cytoplasm;Kinase;Magnesium;Metal-binding;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transport
Q9HXW1	PA3679	GO:0004497; GO:0005506; GO:0016705; GO:0020037	Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome
Q9HY47	PA3573	GO:0005886; GO:0015385; GO:0042910; GO:1990961	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HY50	PA3567	GO:0003723; GO:0005737; GO:0008270; GO:0016491	Cytoplasm;Metal-binding;NADP;Oxidoreductase;Reference proteome;RNA-binding;Zinc
Q9HY58	PA3559	GO:0000271; GO:0003979; GO:0006065; GO:0051287	NAD;Oxidoreductase;Reference proteome
Q9HY75	PA3535	GO:0004252; GO:0006508; GO:0019867	Hydrolase;Protease;Reference proteome;Serine protease;Signal
Q9HYE4	PA3462	GO:0000155	Membrane;Phosphoprotein;Reference proteome;Signal;Transmembrane;Transmembrane helix;Two-component regulatory system
Q9HYJ8	hasD PA3406	GO:0005524; GO:0005886; GO:0016887; GO:0030253; GO:0030256; GO:0042626; GO:0140359	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HYJ9	hasE PA3405	GO:0005886; GO:0008237; GO:0015031	Cell inner membrane;Cell membrane;Coiled coil;Hydrolase;Membrane;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HYL8	PA3383	GO:0015716; GO:0030313; GO:0043190; GO:0055085	3D-structure;Coiled coil;Reference proteome;Signal;Transport
Q9HYM4	PA3377	GO:0019700; GO:0046872; GO:0051539; GO:0098848	4Fe-4S;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome;S-adenosyl-L-methionine
Q9HYP4	PA3352	GO:0044780	3D-structure;Bacterial flagellum biogenesis;Reference proteome
Q9HYP5	flgM PA3351	GO:0006351; GO:0016989; GO:0044781	Bacterial flagellum biogenesis;Reference proteome;Repressor;Transcription;Transcription regulation
Q9HYP6	PA3350	GO:0042597; GO:0044780; GO:0071973	Bacterial flagellum biogenesis;Periplasm;Reference proteome;Signal
Q9HYT1	PA3313	GO:0009970; GO:0043190; GO:0055085	Reference proteome;Signal
Q9HZ35	PA3205	GO:0030288; GO:0051082	Periplasm;Reference proteome;Signal
Q9HZ42	scpA PA3198	GO:0005737; GO:0006260; GO:0007059; GO:0051301	Cell cycle;Cell division;Chromosome partition;Cytoplasm;Reference proteome
Q9HZ60	PA3174	GO:0003677; GO:0003700; GO:0006351; GO:0006548; GO:0045892	Coiled coil;DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HZH6	snr1 PA3032	GO:0004130; GO:0009055; GO:0020037; GO:0042128; GO:0046872	Heme;Iron;Metal-binding;Reference proteome;Signal
Q9HZN7	mltG PA2963	GO:0005886; GO:0008932; GO:0009252; GO:0071555	Cell inner membrane;Cell membrane;Cell wall biogenesis/degradation;Lyase;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZS2	hisM PA2925	GO:0005886; GO:0006865; GO:0022857; GO:0043190	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HZT6	PA2911	GO:0009279; GO:0015344; GO:0015891; GO:0033214; GO:0038023	Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
Q9I018	ospR PA2825	GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0006355; GO:0006950; GO:1900378; GO:1900407	Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I040	PA2803	GO:0005829; GO:0006281; GO:0008967; GO:0046872	Carbohydrate metabolism;Metal-binding;Reference proteome
Q9I0H2	PA2666	GO:0008616; GO:0046872; GO:0070497	3D-structure;Lyase;Metal-binding;Queuosine biosynthesis;Reference proteome;Zinc
Q9I0P2	PA2595	GO:0016020; GO:0042626	Reference proteome;Signal;Transport
Q9I103	PA2479	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system
Q9I139	sdaA PA2443	GO:0003941; GO:0006094; GO:0009063; GO:0046872; GO:0051539	4Fe-4S;Gluconeogenesis;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome
Q9I174	PA2407	GO:0006829; GO:0007155; GO:0046872	3D-structure;Ion transport;Metal-binding;Reference proteome;Signal;Transport;Zinc;Zinc transport
Q9I183	pvdE PA2397	GO:0002049; GO:0005524; GO:0015833; GO:0016887; GO:0042626; GO:0043190; GO:0140359; GO:1904680	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix
Q9I188	pvdP PA2392	GO:0002049; GO:0004503; GO:0046872	3D-structure;Metal-binding;Reference proteome;Signal
Q9I1C9	PA2349	GO:0005886; GO:0048473; GO:1903692	Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
Q9I1I6	PA2289	GO:0009279; GO:0015344; GO:0044718	Cell outer membrane;Membrane;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
Q9I1J5	PA2280	GO:0000166; GO:0016655; GO:0052873	Flavoprotein;FMN;NADP;Nucleotide-binding;Oxidoreductase;Reference proteome
Q9I1M8	pslK PA2241	GO:0005886; GO:0008360; GO:0009252; GO:0044010	Cell membrane;Cell shape;Membrane;Peptidoglycan synthesis;Reference proteome;Transmembrane;Transmembrane helix
Q9I1R7	PA2200	GO:0005886; GO:0071111; GO:1900190	c-di-GMP;Cell membrane;Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1V2	PA2163	GO:0000025; GO:0000272; GO:0004134; GO:0005829	Carbohydrate metabolism;Glycosyltransferase;Reference proteome;Transferase
Q9I1W0	clsB PA2155	GO:0005886; GO:0008808; GO:0016020; GO:0032049	Cell membrane;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Repeat;Transferase
Q9I1Y7	cupA1 PA2128	GO:0009289; GO:0043709; GO:0071453; GO:0072707; GO:0098743	Reference proteome;Signal
Q9I209	PA2106	GO:0002161; GO:0003676; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0046872	Metal-binding;Reference proteome;Zinc
Q9I238	PA2077	GO:0004130; GO:0009055; GO:0020037; GO:0031408; GO:0051213	Reference proteome;Signal
Q9I245	PA2070	GO:0009279; GO:0019867	Cell outer membrane;Membrane;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
Q9I254	PA2061	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0035672	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9I256	PA2059	GO:0005886; GO:0022857; GO:0042884	Cell inner membrane;Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I298	liuC PA2013	GO:0004490; GO:0006552; GO:0008300; GO:0046247	Reference proteome
Q9I2B3	ppiC1 PA1996	GO:0003755; GO:0005737	Cytoplasm;Isomerase;Reference proteome;Rotamase
Q9I2C8	eraS PA1979	GO:0000155; GO:0005524; GO:0016020; GO:0045893; GO:0046983	ATP-binding;Kinase;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Two-component regulatory system
Q9I2F6	rbsC PA1948	GO:0005886; GO:0015628; GO:0022857; GO:0043952	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I2T7	PA1807	GO:0005524; GO:0005886; GO:0006857; GO:0016887; GO:0022857; GO:0035672	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9I312	pscL PA1725	GO:0005829; GO:0030254	Coiled coil;Cytoplasm;Protein transport;Reference proteome;Transport
Q9I314	pscJ PA1723	GO:0009279; GO:0030254	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9I389	kdpD PA1636	GO:0000155; GO:0005524; GO:0005737; GO:0005886; GO:0042802	ATP-binding;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q9I3B4	PA1607	GO:0003677; GO:0003700; GO:0006351; GO:0006355; GO:0032993	3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I3D7	sdhC PA1581	GO:0005886; GO:0006099; GO:0009055; GO:0046872	Cell inner membrane;Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport;Tricarboxylic acid cycle
Q9I3H2	PA1541	GO:0005886; GO:0015199; GO:0015220; GO:0015297; GO:0015871; GO:0031460; GO:1903711; GO:1990961	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I3P9	flhA PA1452	GO:0005886; GO:0009306; GO:0044780	Bacterial flagellum biogenesis;Bacterial flagellum protein export;Cell membrane;Cell projection;Cilium;Flagellum;Membrane;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I3Q4	fliQ PA1447	GO:0005886; GO:0009306; GO:0009425; GO:0044780	Bacterial flagellum;Cell membrane;Cell projection;Cilium;Flagellum;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I3S7	PA1417	GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	Reference proteome;Thiamine pyrophosphate
Q9I3X8	PA1366	GO:0005524; GO:0051302; GO:0070733	ATP-binding;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
Q9I446	PA1298	GO:0000976; GO:0001217; GO:0032993; GO:0045892; GO:0046872	Reference proteome
Q9I460	PA1284	GO:0016627; GO:0050660	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9I488	PA1256	GO:0005524; GO:0005886; GO:0015424; GO:0016887; GO:0034589; GO:0042626	Amino-acid transport;ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transport
Q9I495	PA1243	GO:0000155; GO:0007165	Coiled coil;Kinase;Phosphoprotein;Reference proteome;Transferase
Q9I4G5	napC PA1172	GO:0005886; GO:0009055; GO:0009061; GO:0019333; GO:0020037; GO:0046872	Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I4H3	PA1164	GO:0005524; GO:0008641; GO:0016020; GO:0061503; GO:0061504	ATP-binding;Ligase;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix
Q9I4H4	ndvB PA1163	GO:0004553; GO:0005886; GO:0006075; GO:0016758; GO:0030244	Glycosyltransferase;Hydrolase;Magnesium;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q9I4H9	PA1158	GO:0000155; GO:0005524; GO:0005886	ATP-binding;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q9I4K5	rhlC PA1130	GO:0000271; GO:0009247; GO:0016020; GO:0016740; GO:0016758	Glycosyltransferase;Reference proteome;Transferase
Q9I4P0	PA1089	GO:0000287; GO:0005737; GO:0006564; GO:0036424	Amino-acid biosynthesis;Hydrolase;Magnesium;Metal-binding;Reference proteome;Serine biosynthesis
Q9I4Q1	flgC PA1078	GO:0009288; GO:0030694; GO:0071978	Bacterial flagellum;Cell projection;Cilium;Flagellum;Reference proteome
